case,case_index,case_count,Vv,tip_deflection,case_dir,vsp3_path,deflection_csv_path,stab_path,passed,vspaero_passed,error,postprocess_passed,postprocess_error,sixdof_success,sixdof_message,sixdof_roll_response_reached,sixdof_target_delta_phi,sixdof_target_delta_phi_deg,sixdof_stop_at_target_delta_phi,sixdof_stopped_at_target_delta_phi,sixdof_phi0,sixdof_phi_final,sixdof_phi_delta_final,sixdof_t_start,sixdof_t_final,sixdof_t_reach,sixdof_dt_reach,sixdof_delta_r,sixdof_metric_Vinf,sixdof_metric_Bref,sixdof_roll_response_phi_rate,sixdof_roll_response_phi_rate_per_delta_r,sixdof_roll_response_metric,sixdof_roll_response_error,sixdof_roll_response_reference_phi_rate_to_t_final,sixdof_roll_response_reference_phi_rate_per_delta_r_to_t_final,sixdof_roll_response_metric_reference,sixdof_roll_response_fraction_of_target,sixdof_delta_e_initial,sixdof_thrust,turn_trim_mode,turn_trim_passed,turn_trim_beta,turn_trim_delta_r,turn_trim_Omega,Gamma_eff_rad,Gamma_eff_deg,CL_alpha,Cl_beta,Cn_beta,CS_beta,CS_p,CS_r,CY_beta,CY_p,CY_r,Cl_p,Cl_r,Cn_p,Cn_r,Cl_delta_r,Cn_delta_r,CS_delta_r,CY_delta_r,spiral_margin,control_column_delta_a,control_column_delta_e,control_column_delta_r,control_groups,Sref,Bref,Cref,Xcg,Ycg,Zcg,AoA_deg,Beta_deg,Mach,Rho,Vinf,quasi_matrix_det,quasi_beta_per_delta_r,quasi_p_per_delta_r,quasi_phat_per_delta_r,quasi_rhat_per_delta_r,turn_trim_fixed_phi,turn_trim_fixed_phi_deg,turn_trim_fixed_delta_a,turn_trim_fixed_V,turn_trim_message,turn_trim_max_abs_residual,turn_trim_cost,turn_trim_nfev,turn_trim_solution_V,turn_trim_solution_phi,turn_trim_solution_delta_a,turn_trim_solution_alpha,turn_trim_solution_beta,turn_trim_solution_theta,turn_trim_solution_Omega,turn_trim_solution_delta_e,turn_trim_solution_delta_r,turn_trim_solution_T,turn_trim_derived_u,turn_trim_derived_v,turn_trim_derived_w,turn_trim_derived_p,turn_trim_derived_q,turn_trim_derived_r,turn_trim_derived_p_hat,turn_trim_derived_q_hat,turn_trim_derived_r_hat,turn_trim_derived_qbar,turn_trim_derived_turn_radius,turn_trim_derived_z_dot,turn_trim_derived_h_dot,turn_trim_derived_sink_rate,turn_trim_coefficients_CL,turn_trim_coefficients_CD,turn_trim_coefficients_CS,turn_trim_coefficients_CMl,turn_trim_coefficients_CMm,turn_trim_coefficients_CMn,turn_trim_coefficients_CX,turn_trim_coefficients_CY,turn_trim_coefficients_CZ,turn_trim_coefficients_Cl,turn_trim_coefficients_Cm,turn_trim_coefficients_Cn,turn_trim_residuals_force_x,turn_trim_residuals_force_y,turn_trim_residuals_force_z,turn_trim_residuals_moment_l,turn_trim_residuals_moment_m,turn_trim_residuals_moment_n,turn_trim_height_residual
vv_0p00500_wtip_1p60000,97,121,0.005,1.6,vv_0p00500_wtip_1p60000,vv_0p00500_wtip_1p60000\vv_0p00500_wtip_1p60000.vsp3,vv_0p00500_wtip_1p60000\vv_0p00500_wtip_1p60000_deflection.csv,vv_0p00500_wtip_1p60000\vv_0p00500_wtip_1p60000.stab,True,True,,True,,False,target_delta_phi_not_reached,False,0.08726646259971647,5.0,True,False,0.0,0.08057810034873941,0.08057810034873941,0.0,10.0,,,-0.17453292519943295,10.0,27.0,,,,target_delta_phi_not_reached,0.00805781003487394,-0.04616785071164395,-0.06232659846071934,0.9233570142328791,0.005318636036770542,23.835313400866934,gliding,True,0.11085821156218727,-0.22625267722876113,0.06718149859221664,0.13905880170757431,7.967482441990613,5.937746,-0.1752181,-0.0087883,-0.1332174,-0.3650261,0.1289157,-0.15484020019353,-0.36502609999999674,0.12891570000000036,-0.7757446,0.2226259,-0.0874689,-0.0107729,-0.0004197,-0.0089319,0.050074,0.050073999999996906,0.0038441102664599994,ConGrp_1,ConGrp_2,ConGrp_3,"{'ConGrp_1': 'AILERON_GROUP', 'ConGrp_2': 'ELEVATOR_GROUP', 'ConGrp_3': 'RUDDER_GROUP'}",18.0,27.0,0.625,1.4,0.0,0.0,0.0,0.0,0.0,1.225,10.0,-0.0018090811330021789,0.6813067793612518,-0.1227568168036092,-0.16572170268487244,-0.03935182997035631,0.08726646259971647,5.0,0.0,10.0,`gtol` termination condition is satisfied.,3.4680902946626976e-10,6.060753261490739e-20,4,10.0,0.08726646259971647,0.0,0.004386188353834218,0.11085821156218727,-0.010859227103469508,0.06718149859221664,-0.006726140675390776,-0.22625267722876113,0.0,9.938519586626635,1.1063128492069167,0.04359249841915507,0.0007295248122306688,0.005854908178120735,0.06692190670378513,0.0009848584965114029,0.00018296588056627297,0.09034457405010993,61.25,148.8505051174693,0.247762408470392,-0.247762408470392,0.247762408470392,0.8911794594605347,0.022038269248631195,-0.014848726480479439,-3.1532601779248742e-12,-6.00106444571813e-14,-3.031975712164403e-13,-0.016351190737601967,-0.017195699898372156,-0.8912597519356552,-3.1532601779248742e-12,-6.00106444571813e-14,-3.031975712164403e-13,3.4680902946626976e-10,3.0041012157081013e-11,-5.105028820937909e-12,-3.1532601779248742e-12,-6.00106444571813e-14,-3.031975712164403e-13,0.024776240847039197
vv_0p00500_wtip_1p80000,98,121,0.005,1.8,vv_0p00500_wtip_1p80000,vv_0p00500_wtip_1p80000\vv_0p00500_wtip_1p80000.vsp3,vv_0p00500_wtip_1p80000\vv_0p00500_wtip_1p80000_deflection.csv,vv_0p00500_wtip_1p80000\vv_0p00500_wtip_1p80000.stab,True,True,,True,,False,target_delta_phi_not_reached,False,0.08726646259971647,5.0,True,False,0.0,0.07714290122750109,0.07714290122750109,0.0,10.0,,,-0.17453292519943295,10.0,27.0,,,,target_delta_phi_not_reached,0.007714290122750109,-0.0441996265973039,-0.05966949590636027,0.883992531946078,0.006862053935472388,23.80393448163441,gliding,True,0.09843710840140817,-0.24318410930889883,0.0671249691397824,0.15639517635162453,8.960783541152306,5.9185966,-0.1964269,-0.0114583,-0.1543719,-0.4079313,0.1412567,-0.17596809986411263,-0.40793129999999955,0.14125669999999904,-0.7759782,0.222444,-0.0872658,-0.0107227,-0.0003285,-0.008936,0.0500433,0.05004330000000032,0.004655056805829999,ConGrp_1,ConGrp_2,ConGrp_3,"{'ConGrp_1': 'AILERON_GROUP', 'ConGrp_2': 'ELEVATOR_GROUP', 'ConGrp_3': 'RUDDER_GROUP'}",18.0,27.0,0.625,1.4,0.0,0.0,0.0,0.0,0.0,1.225,10.0,-0.0018157008682722125,0.6744939725044635,-0.13705327058037975,-0.18502191528351267,-0.04835245137884427,0.08726646259971647,5.0,0.0,10.0,`gtol` termination condition is satisfied.,2.2423948593666642e-10,2.5247620537467664e-20,4,10.0,0.08726646259971647,0.0,0.004790794279306958,0.09843710840140817,-0.011507890747590765,0.0671249691397824,-0.007677317566035947,-0.24318410930889883,0.0,9.951475585310893,0.9827821170140166,0.04767583705265432,0.0007724497615794597,0.005849939162662087,0.06686511059719956,0.0010428071781322704,0.00018281059883319022,0.0902678993062194,61.25,148.97585992443135,0.24765867110706502,-0.24765867110706502,0.24765867110706502,0.8911723667392529,0.022029042015905644,-0.015076225494357425,-2.190075974305844e-12,-6.89528458202443e-14,-2.211859168044228e-13,-0.01617109275674071,-0.01716821602208176,-0.8912600667732224,-2.190075974305844e-12,-6.89528458202443e-14,-2.211859168044228e-13,2.2423948593666642e-10,1.435623079221371e-11,9.708495030830067e-13,-2.190075974305844e-12,-6.89528458202443e-14,-2.211859168044228e-13,0.0247658671107065
vv_0p00500_wtip_2p00000,99,121,0.005,2.0,vv_0p00500_wtip_2p00000,vv_0p00500_wtip_2p00000\vv_0p00500_wtip_2p00000.vsp3,vv_0p00500_wtip_2p00000\vv_0p00500_wtip_2p00000_deflection.csv,vv_0p00500_wtip_2p00000\vv_0p00500_wtip_2p00000.stab,True,True,,True,,False,target_delta_phi_not_reached,False,0.08726646259971647,5.0,True,False,0.0,0.0737279845579931,0.0737279845579931,0.0,10.0,,,-0.17453292519943295,10.0,27.0,,,,target_delta_phi_not_reached,0.0073727984557993105,-0.042243023471787114,-0.057028081686912604,0.8448604694357422,0.008743634881671434,23.780146351255887,gliding,True,0.08831859037830339,-0.25504022724767206,0.06713962854484047,0.1745617825624208,10.001653405107081,5.8957118,-0.2183958,-0.0138729,-0.1785831,-0.4507566,0.1535382,-0.2001548001032556,-0.45075660000000184,0.1535381999999983,-0.7761916,0.2222481,-0.0870545,-0.0108155,-0.0003101,-0.0089357,0.0499879,0.04998789999999671,0.00544528544139,ConGrp_1,ConGrp_2,ConGrp_3,"{'ConGrp_1': 'AILERON_GROUP', 'ConGrp_2': 'ELEVATOR_GROUP', 'ConGrp_3': 'RUDDER_GROUP'}",18.0,27.0,0.625,1.4,0.0,0.0,0.0,0.0,0.0,1.225,10.0,-0.00183249937796833,0.6672388933915794,-0.15012619924103984,-0.2026703689754038,-0.05074853757688064,0.08726646259971647,5.0,0.0,10.0,`gtol` termination condition is satisfied.,1.504285804512702e-10,1.1345977404653015e-20,4,10.0,0.08726646259971647,0.0,0.005233012773380133,0.08831859037830339,-0.012005191209755302,0.06713962854484047,-0.005912281436128337,-0.25504022724767206,0.0,9.960888089363483,0.8820381842951079,0.05212593041955496,0.0008060047172538138,0.005851182518588314,0.06687932222046727,0.0010881063682926487,0.0001828494537058848,0.09028708499763081,61.25,148.94333222772167,0.2483724806158727,-0.2483724806158727,0.2483724806158727,0.8911694405221137,0.022092534879281076,-0.015208939439366517,-1.4294304401165497e-12,-6.118703091938238e-14,-1.4912290152713226e-13,-0.016001178808367718,-0.017098307738381207,-0.8912653778791062,-1.4294304401165497e-12,-6.118703091938238e-14,-1.4912290152713226e-13,1.504285804512702e-10,7.111701401621523e-12,3.2482984807878697e-12,-1.4294304401165497e-12,-6.118703091938238e-14,-1.4912290152713226e-13,0.02483724806158727
vv_0p00550_wtip_0p00000,100,121,0.0055000000000000005,0.0,vv_0p00550_wtip_0p00000,vv_0p00550_wtip_0p00000\vv_0p00550_wtip_0p00000.vsp3,vv_0p00550_wtip_0p00000\vv_0p00550_wtip_0p00000_deflection.csv,vv_0p00550_wtip_0p00000\vv_0p00550_wtip_0p00000.stab,True,True,,True,,False,target_delta_phi_not_reached,False,0.08726646259971647,5.0,True,False,0.0,0.05960151793749458,0.05960151793749458,0.0,10.0,,,-0.17453292519943295,10.0,27.0,,,,target_delta_phi_not_reached,0.005960151793749458,-0.03414915430391711,-0.046101358310288096,0.6829830860783421,-0.013828221937547356,23.94865031314978,gliding,False,-0.1582329302508491,-1.242137164019253,0.024008543308078226,-0.000992309422522396,-0.056855141881597245,5.9978744,0.001263,0.0137207,-0.056583,-0.0198081,0.0303676,-0.0782985000944694,-0.01980810000000292,0.030367599999998256,-0.7714058,0.2208253,-0.0874674,-0.0111181,-0.0003037,-0.0096887,0.0550872,0.05508719999999985,-0.0030439198540100003,ConGrp_1,ConGrp_2,ConGrp_3,"{'ConGrp_1': 'AILERON_GROUP', 'ConGrp_2': 'ELEVATOR_GROUP', 'ConGrp_3': 'RUDDER_GROUP'}",18.0,27.0,0.625,1.4,0.0,0.0,0.0,0.0,0.0,1.225,10.0,-0.0019261004390919308,0.7023295928691332,-0.00013416126365236244,-0.0001811177059306893,-0.003274341864955435,0.08726646259971647,5.0,0.0,10.0,`ftol` termination condition is satisfied.,0.009413660896953172,6.568612032607738e-05,19,10.0,0.08726646259971647,0.0,0.0029242578879663354,-0.1582329302508491,-0.03604563502217748,0.024008543308078226,-0.015937567755198917,-1.242137164019253,0.0,9.875030460621545,-1.5757345931582014,0.02887721803086003,0.0008652158003695326,0.0020911232030355878,0.023901647582214598,0.001168041330498869,6.534760009486212e-05,0.032267224235989704,61.25,416.5183981251903,0.2473782031003622,-0.2473782031003622,0.2473782031003622,0.8874077276006488,0.02205570183344478,-0.05859775676128537,0.006316180100970149,-8.278834648300579e-06,0.009413660896953172,-0.02841847915684664,-0.05439031747153674,-0.8874946250507241,0.006316180100970149,-8.278834648300579e-06,0.009413660896953172,0.00021529372641923667,0.001677361201679932,3.372792312800568e-05,0.006316180100970149,-8.278834648300579e-06,0.009413660896953172,0.024737820310036216
vv_0p00550_wtip_0p20000,101,121,0.0055000000000000005,0.2,vv_0p00550_wtip_0p20000,vv_0p00550_wtip_0p20000\vv_0p00550_wtip_0p20000.vsp3,vv_0p00550_wtip_0p20000\vv_0p00550_wtip_0p20000_deflection.csv,vv_0p00550_wtip_0p20000\vv_0p00550_wtip_0p20000.stab,True,True,,True,,False,target_delta_phi_not_reached,False,0.08726646259971647,5.0,True,False,0.0,0.07658115958456382,0.07658115958456382,0.0,10.0,,,-0.17453292519943295,10.0,27.0,,,,target_delta_phi_not_reached,0.007658115958456382,-0.0438777723441334,-0.05923499266458009,0.877555446882668,-0.012252874492861072,23.939153976381412,gliding,False,0.6921398878423748,0.08566007953252992,0.05344311223321014,0.01775791377193675,1.017453512089216,5.9955211,-0.0225932,0.0095766,-0.0573791,-0.0629206,0.0430362,-0.07909680084287153,-0.06292060000000005,0.04303620000000114,-0.7723597,0.2213343,-0.0876248,-0.0110785,-0.0005399,-0.0097103,0.0553356,0.05533560000000137,-0.00186933129118,ConGrp_1,ConGrp_2,ConGrp_3,"{'ConGrp_1': 'AILERON_GROUP', 'ConGrp_2': 'ELEVATOR_GROUP', 'ConGrp_3': 'RUDDER_GROUP'}",18.0,27.0,0.625,1.4,0.0,0.0,0.0,0.0,0.0,1.225,10.0,-0.0019249305016529497,0.707329990658752,-0.02207489619224821,-0.029801109859535085,-0.02935120460690567,0.08726646259971647,5.0,0.0,10.0,`ftol` termination condition is satisfied.,0.005261911527480317,1.7938077800428623e-05,24,10.0,0.08726646259971647,0.0,0.0037407989668004926,0.6921398878423748,0.04118580554999527,0.05344311223321014,-0.032818771056188446,0.08566007953252992,0.0,7.698767453497252,6.381861035438848,0.028799675672630604,-0.0022004754050075136,0.004653924192394836,0.053194596932159326,-0.002970641796760143,0.00014543513101233864,0.0718127058584151,61.25,187.11485132757463,0.2674196089452149,-0.2674196089452149,0.2674196089452149,0.8898946022617572,0.022751083486474512,-0.03168848964903816,0.002493222674264827,-3.879367707031173e-07,0.005261911527480317,0.0060363911763985836,-0.03891582729394935,-0.889878247671135,0.002493222674264827,-3.879367707031173e-07,0.005261911527480317,0.00019202746431502908,0.001391189153510252,1.1899445237299307e-06,0.002493222674264827,-3.879367707031173e-07,0.005261911527480317,0.026741960894521483
vv_0p00550_wtip_0p40000,102,121,0.0055000000000000005,0.4,vv_0p00550_wtip_0p40000,vv_0p00550_wtip_0p40000\vv_0p00550_wtip_0p40000.vsp3,vv_0p00550_wtip_0p40000\vv_0p00550_wtip_0p40000_deflection.csv,vv_0p00550_wtip_0p40000\vv_0p00550_wtip_0p40000.stab,True,True,,True,,False,target_delta_phi_not_reached,False,0.08726646259971647,5.0,True,False,0.0,0.08386298889734464,0.08386298889734464,0.0,10.0,,,-0.17453292519943295,10.0,27.0,,,,target_delta_phi_not_reached,0.008386298889734464,-0.04804995321170329,-0.06486743683579944,0.9609990642340659,-0.009551007807281279,23.93943289255506,gliding,True,0.5727622767575969,0.3439622085403595,0.07459565400285273,0.033638493187805076,1.9273436888408013,5.9986888,-0.0428205,0.007307,-0.0620001,-0.1061468,0.0556352,-0.08371899982606607,-0.10614680000000093,0.055635199999998886,-0.7731457,0.2218697,-0.0876947,-0.0111118,-0.0003398,-0.0097114,0.0551771,0.055177100000001124,-0.001145389066,ConGrp_1,ConGrp_2,ConGrp_3,"{'ConGrp_1': 'AILERON_GROUP', 'ConGrp_2': 'ELEVATOR_GROUP', 'ConGrp_3': 'RUDDER_GROUP'}",18.0,27.0,0.625,1.4,0.0,0.0,0.0,0.0,0.0,1.225,10.0,-0.0019464946574877017,0.6990209341040192,-0.03585911300119268,-0.04840980255161013,-0.03225138345535803,0.08726646259971647,5.0,0.0,10.0,`gtol` termination condition is satisfied.,1.1365042442041834e-12,9.008655991242846e-25,6,10.0,0.08726646259971647,0.0,0.004079826887641529,0.5727622767575969,0.030754167557499237,0.07459565400285273,-0.018871135925704517,0.3439622085403595,0.0,8.404001577955066,5.419555505308465,0.03428706183763849,-0.002293765621245768,0.006498365280705473,0.07427665504091195,-0.003096583588681787,0.00020307391502204605,0.10027348430523113,61.25,134.05606712178667,0.24784513178097306,-0.24784513178097306,0.24784513178097306,0.89172458789516,0.022045627768234616,-0.010606885346693153,1.7452052715298538e-13,4.295771637713441e-15,2.0700021557962245e-14,-0.009140664651663738,-0.02086185264046901,-0.8917693018552385,1.7452052715298538e-13,4.295771637713441e-15,2.0700021557962245e-14,6.919574512771234e-13,1.1365042442041834e-12,-1.9489172180848462e-14,1.7452052715298538e-13,4.295771637713441e-15,2.0700021557962245e-14,0.0247845131780973
vv_0p00550_wtip_0p60000,103,121,0.0055000000000000005,0.6000000000000001,vv_0p00550_wtip_0p60000,vv_0p00550_wtip_0p60000\vv_0p00550_wtip_0p60000.vsp3,vv_0p00550_wtip_0p60000\vv_0p00550_wtip_0p60000_deflection.csv,vv_0p00550_wtip_0p60000\vv_0p00550_wtip_0p60000.stab,True,True,,True,,True,,True,0.08726646259971647,5.0,True,True,0.0,0.08726646259971647,0.08726646259971647,0.0,9.705367092206423,9.705367092206423,9.705367092206423,-0.17453292519943295,10.0,27.0,0.008991567425594128,-0.051517886469385446,-0.06954914673367035,,0.008991567425594128,-0.051517886469385446,-0.06954914673367035,1.0,-0.006827117123016715,23.934872452050012,gliding,True,0.3192825584780618,0.034864028788957425,0.06743352669042049,0.05055283766311981,2.8964642405067567,5.9959197,-0.0643221,0.0040733,-0.067824,-0.1493762,0.0682591,-0.08954000007396207,-0.14937619999999985,0.06825910000000013,-0.7739352,0.2221725,-0.0877462,-0.0111079,-0.0005052,-0.0097149,0.0550938,0.05509379999999923,-0.00019049178966000003,ConGrp_1,ConGrp_2,ConGrp_3,"{'ConGrp_1': 'AILERON_GROUP', 'ConGrp_2': 'ELEVATOR_GROUP', 'ConGrp_3': 'RUDDER_GROUP'}",18.0,27.0,0.625,1.4,0.0,0.0,0.0,0.0,0.0,1.225,10.0,-0.0019433351825483797,0.7002022551830315,-0.05354476491506978,-0.0722854326353442,-0.046813000194052726,0.08726646259971647,5.0,0.0,10.0,`gtol` termination condition is satisfied.,1.2681173823295792e-13,1.1908815479535272e-26,5,10.0,0.08726646259971647,0.0,0.0031404301597137666,0.3192825584780618,0.0059044717528511665,0.06743352669042049,-0.014302072865257877,0.034864028788957425,0.0,9.49456174947943,3.1388545881429963,0.02981710609315861,-0.0003981570400519879,0.005877116656977302,0.06717575077868046,-0.0005375120040701836,0.0001836598955305407,0.09068726355121862,61.25,148.2941867464361,0.24720751363675753,-0.24720751363675753,0.24720751363675753,0.8912185585984819,0.021988912141404117,-0.013448876812925567,2.939219573565473e-14,7.161697450353e-16,3.4129600187671194e-15,-0.013857317320587745,-0.01967118187918906,-0.8912664714299533,2.939219573565473e-14,7.161697450353e-16,3.4129600187671194e-15,1.2681173823295792e-13,8.189770353443513e-14,-1.237407757514188e-14,2.939219573565473e-14,7.161697450353e-16,3.4129600187671194e-15,0.02472075136367576
vv_0p00550_wtip_0p80000,104,121,0.0055000000000000005,0.8,vv_0p00550_wtip_0p80000,vv_0p00550_wtip_0p80000\vv_0p00550_wtip_0p80000.vsp3,vv_0p00550_wtip_0p80000\vv_0p00550_wtip_0p80000_deflection.csv,vv_0p00550_wtip_0p80000\vv_0p00550_wtip_0p80000.stab,True,True,,True,,True,,True,0.08726646259971647,5.0,True,True,0.0,0.08726646259971647,0.08726646259971647,0.0,9.451782707440357,9.451782707440357,9.451782707440357,-0.17453292519943295,10.0,27.0,0.009232804572519543,-0.052900073507445806,-0.07141509923505183,,0.009232804572519543,-0.052900073507445806,-0.07141509923505183,1.0,-0.004025682703074447,23.926821415296736,gliding,True,0.23294667333530178,-0.05050411552123053,0.06769657383208126,0.06808308487189915,3.9008734193908046,5.9921042,-0.086572,0.0022989,-0.0767228,-0.1926091,0.0809034,-0.09843200001600534,-0.19260909999999837,0.08090339999999914,-0.7745723,0.2224283,-0.087708,-0.0111259,-0.0004041,-0.0097085,0.0549991,0.05499910000000087,0.0004518509959299999,ConGrp_1,ConGrp_2,ConGrp_3,"{'ConGrp_1': 'AILERON_GROUP', 'ConGrp_2': 'ELEVATOR_GROUP', 'ConGrp_3': 'RUDDER_GROUP'}",18.0,27.0,0.625,1.4,0.0,0.0,0.0,0.0,0.0,1.225,10.0,-0.0019231565583112706,0.7062394862496285,-0.06539374719032032,-0.08828155870693244,-0.03073253345734714,0.08726646259971647,5.0,0.0,10.0,`gtol` termination condition is satisfied.,8.028114749851404e-09,5.271620361265322e-17,4,10.0,0.08726646259971647,0.0,0.0033514724151063745,0.23294667333530178,-0.0013739146428724959,0.06769657383208126,-0.012188914801943973,-0.05050411552123053,0.0,9.729849290872355,2.308456064364047,0.03260944359534228,9.300928479882556e-05,0.005900139605128315,0.0674389042802103,0.0001255625344784145,0.00018437936266025985,0.0910425207782839,61.25,147.7179631690758,0.2470483153628808,-0.2470483153628808,0.2470483153628808,0.8912376258578814,0.02197474350269823,-0.013294247466045659,4.4591416683111484e-11,1.5129465876732168e-12,5.1843369007487095e-12,-0.015325240139260714,-0.018007948064434495,-0.8912939935474005,4.4591416683111484e-11,1.5129465876732168e-12,5.1843369007487095e-12,6.3989460615615945e-09,8.028114749851404e-09,-1.8235275964965397e-10,4.4591416683111484e-11,1.5129465876732168e-12,5.1843369007487095e-12,0.024704831536288076
vv_0p00550_wtip_1p00000,105,121,0.0055000000000000005,1.0,vv_0p00550_wtip_1p00000,vv_0p00550_wtip_1p00000\vv_0p00550_wtip_1p00000.vsp3,vv_0p00550_wtip_1p00000\vv_0p00550_wtip_1p00000_deflection.csv,vv_0p00550_wtip_1p00000\vv_0p00550_wtip_1p00000.stab,True,True,,True,,True,,True,0.08726646259971647,5.0,True,True,0.0,0.08726646259971649,0.08726646259971649,0.0,9.12792993363466,9.127929933634658,9.127929933634658,-0.17453292519943295,10.0,27.0,0.009560378227505497,-0.054776932298482774,-0.07394885860295175,,0.009560378227505497,-0.054776932298482774,-0.07394885860295175,1.0000000000000002,-0.0018102919815753825,23.91865447191835,gliding,True,0.18138417728898226,-0.11135683763899291,0.06746006674879729,0.086199891532721,4.938889979310395,5.9773012,-0.1093379,-0.0002343,-0.088363,-0.2358586,0.0934276,-0.11005629996120452,-0.23585860000000372,0.09342760000000508,-0.7751759,0.2226569,-0.0876428,-0.0111223,-0.0003376,-0.0096682,0.054729,0.05472899999999729,0.00126825743684,ConGrp_1,ConGrp_2,ConGrp_3,"{'ConGrp_1': 'AILERON_GROUP', 'ConGrp_2': 'ELEVATOR_GROUP', 'ConGrp_3': 'RUDDER_GROUP'}",18.0,27.0,0.625,1.4,0.0,0.0,0.0,0.0,0.0,1.225,10.0,-0.0019190979719248106,0.7039965131079211,-0.08027921855907688,-0.1083769450547538,-0.030091569457433232,0.08726646259971647,5.0,0.0,10.0,`gtol` termination condition is satisfied.,2.111407430652486e-09,2.782021407256684e-18,4,10.0,0.08726646259971647,0.0,0.0036146413783145043,0.18138417728898226,-0.005548735500703476,0.06746006674879729,-0.01168625804127276,-0.11135683763899291,0.0,9.835885160638187,1.8039121558089057,0.035553352336470084,0.00037431614647200816,0.005879441712642281,0.06720232628653801,0.0005053267977372111,0.00018373255352007129,0.09072314048682631,61.25,148.23584502572828,0.24721284447690936,-0.24721284447690936,0.24721284447690936,0.8912143591175495,0.021989384050294217,-0.013830413794906026,-5.027414892537756e-12,7.559878829714595e-14,-4.1046701627911464e-13,-0.015912223484908027,-0.01757021676901915,-0.8912776985207306,-5.027414892537756e-12,7.559878829714595e-14,-4.1046701627911464e-13,2.111407430652486e-09,1.0469188614035804e-09,-9.968412530295922e-11,-5.027414892537756e-12,7.559878829714595e-14,-4.1046701627911464e-13,0.02472128444769094
vv_0p00550_wtip_1p20000,106,121,0.0055000000000000005,1.2000000000000002,vv_0p00550_wtip_1p20000,vv_0p00550_wtip_1p20000\vv_0p00550_wtip_1p20000.vsp3,vv_0p00550_wtip_1p20000\vv_0p00550_wtip_1p20000_deflection.csv,vv_0p00550_wtip_1p20000\vv_0p00550_wtip_1p20000.stab,True,True,,True,,True,,True,0.08726646259971647,5.0,True,True,0.0,0.08726646259971649,0.08726646259971649,0.0,9.057404360683423,9.057404360683421,9.057404360683421,-0.17453292519943295,10.0,27.0,0.009634820211685,-0.05520345344968929,-0.07452466215708055,,0.009634820211684998,-0.055203453449689285,-0.07452466215708053,1.0000000000000002,-0.0003146849159330945,23.904365415642093,gliding,True,0.14909494698311815,-0.15302954213992825,0.06733483946589199,0.10411865458380985,5.965559476232747,5.9661462,-0.13182,-0.0028419,-0.1021379,-0.2790194,0.1058159,-0.12382099990814556,-0.2790194000000003,0.1058159000000004,-0.7752578,0.2226998,-0.0876243,-0.0111027,-0.0004644,-0.0096627,0.054611,0.054611000000001235,0.00209644847562,ConGrp_1,ConGrp_2,ConGrp_3,"{'ConGrp_1': 'AILERON_GROUP', 'ConGrp_2': 'ELEVATOR_GROUP', 'ConGrp_3': 'RUDDER_GROUP'}",18.0,27.0,0.625,1.4,0.0,0.0,0.0,0.0,0.0,1.225,10.0,-0.0019079594883365796,0.707154197297292,-0.09586883273465242,-0.12942292419178078,-0.029881774436967254,0.08726646259971647,5.0,0.0,10.0,`gtol` termination condition is satisfied.,1.027956725032536e-09,5.578615002712754e-19,4,10.0,0.08726646259971647,0.0,0.003897932033134498,0.14909494698311815,-0.00803998004680498,0.06733483946589199,-0.011371575241261398,-0.15302954213992825,0.0,9.888984097421334,1.4854318114472889,0.03854678311368432,0.0005413649332963066,0.0058684282699804306,0.06707644206087958,0.0007308426599500139,0.00018338838343688845,0.09055319678218743,61.25,148.51152953391139,0.2473649666052848,-0.2473649666052848,0.2473649666052848,0.8911996502742865,0.022002916406360474,-0.014248533453401328,-3.5738506880440835e-12,1.250367268491176e-13,-2.395774550967289e-13,-0.0161683157692993,-0.017358842314884125,-0.891269444019955,-3.5738506880440835e-12,1.250367268491176e-13,-2.395774550967289e-13,1.027956725032536e-09,2.384004576516436e-10,-4.6694200433676646e-11,-3.5738506880440835e-12,1.250367268491176e-13,-2.395774550967289e-13,0.024736496660528483
